type,coordinates long,coordinates lat,category,name,info
Point,13.2911097,52.5102544,Trinkbrunnen,Trinkbrunnen,
Point,13.3478906,52.4675718,Trinkbrunnen,Trinkbrunnen,
Point,13.4215887,52.5138258,Trinkbrunnen,Trinkbrunnen,
Point,13.2175533,52.5594186,Trinkbrunnen,Trinkbrunnen,
Point,13.336163,52.5233184,Trinkbrunnen,Trinkbrunnen,
Point,13.2143678,52.4402072,Trinkbrunnen,Trinkbrunnen,"Trinkbrunnen, nur außerhalb der Frostperiode (Mai-Okt)"
Point,13.5063502,52.4938754,Trinkbrunnen,Trinkbrunnen,
Point,13.5211452,52.4976252,Trinkbrunnen,Trinkbrunnen,
Point,13.4065399,52.5144053,Trinkbrunnen,Trinkbrunnen,
Point,13.3612992,52.5479612,Trinkbrunnen,Trinkbrunnen,
Point,13.2854102,52.5899555,Trinkbrunnen,Trinkbrunnen,
Point,13.4858156,52.5353021,Trinkbrunnen,Trinkbrunnen,
Point,13.2856289,52.5063391,Trinkbrunnen,Trinkbrunnen,"Betrieb: April bis Oktober
Typ: Kaiser"
Point,13.3912102,52.5041205,Trinkbrunnen,Trinkbrunnen,
Point,13.4891373,52.5152608,Trinkbrunnen,Trinkbrunnen,
Point,13.410746,52.5155245,Trinkbrunnen,Trinkbrunnen,
Point,13.2406957,52.5121372,Trinkbrunnen,Euro-Trinkbrunnen,"Anlässlich der Kampagne “EIN SPIEL – EIN TRINKBRUNNEN” für die Fußball-EM 2024 der Männer aufgestellt. Vom Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) gefördert und durchgeführt von a tip: tap e.V."
Point,13.3830819,52.55947,Trinkbrunnen,Trinkbrunnen,
Point,13.4538094,52.5463756,Trinkbrunnen,Trinkbrunnen,
Point,13.4846511,52.4122716,Trinkbrunnen,Trinkbrunnen,
Point,13.4376937,52.4629751,Trinkbrunnen,Trinkbrunnen,
Point,13.3246015,52.588793,Trinkbrunnen,Trinkbrunnen,
Point,13.1934127,52.5206164,Trinkbrunnen,Trinkbrunnen,
Point,13.3261183,52.5098441,Trinkbrunnen,Trinkbrunnen,
Point,13.3690506,52.4925429,Trinkbrunnen,Trinkbrunnen,
Point,13.3491216,52.4564447,Trinkbrunnen,Trinkbrunnen,
Point,13.1872968,52.518963,Trinkbrunnen,Trinkbrunnen,
Point,13.3221632,52.4842214,Trinkbrunnen,Euro-Trinkbrunnen,"Anlässlich der Kampagne “EIN SPIEL – EIN TRINKBRUNNEN” für die Fußball-EM 2024 der Männer aufgestellt. Vom Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) gefördert und durchgeführt von a tip: tap e.V."
Point,13.5034849,52.5768681,Trinkbrunnen,Trinkbrunnen,
Point,13.4627089,52.5526615,Trinkbrunnen,Trinkbrunnen,
Point,13.3333108,52.4935826,Trinkbrunnen,Trinkbrunnen,Trinkbrunnen; Mai-Okt
Point,13.4175535,52.4739274,Trinkbrunnen,Trinkbrunnen,
Point,13.4055821,52.5030814,Trinkbrunnen,Trinkbrunnen,
Point,13.5842225,52.5102359,Trinkbrunnen,Trinkbrunnen,Im Stadtteilzentrum Kaulsdorf kann man sich seine Trinkflasche mit Leitungswasser auffüllen.
Point,13.2412734,52.5181526,Trinkbrunnen,EURO-Trinkbrunnen,"Anlässlich der Kampagne “EIN SPIEL – EIN TRINKBRUNNEN” für die Fußball-EM 2024 der Männer aufgestellt. Vom Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) gefördert und durchgeführt von a tip: tap e.V."
Point,13.5949959,52.5388775,Trinkbrunnen,Trinkbrunnen,
Point,13.3344582,52.5175823,Trinkbrunnen,Trinkbrunnen,
Point,13.3760057,52.5162879,Trinkbrunnen,Trinkbrunnen,
Point,13.3785805,52.5609014,Trinkbrunnen,Trinkbrunnen,
Point,13.4374094,52.5449004,Trinkbrunnen,Trinkbrunnen,
Point,13.526264,52.4034716,Trinkbrunnen,Trinkbrunnen,
Point,13.3926775,52.5142534,Trinkbrunnen,Trinkbrunnen,
Point,13.4020834,52.5403191,Trinkbrunnen,Trinkbrunnen,
Point,13.2437679,52.5143067,Trinkbrunnen,Trinkbrunnen,
Point,13.3851468,52.5724412,Trinkbrunnen,Trinkbrunnen,
Point,13.3867624,52.5711064,Trinkbrunnen,Trinkbrunnen,
Point,13.3886537,52.5703793,Trinkbrunnen,Trinkbrunnen,
Point,13.3881889,52.5700871,Trinkbrunnen,Trinkbrunnen,
Point,13.3885423,52.5698873,Trinkbrunnen,Trinkbrunnen,
Point,13.3888769,52.5701258,Trinkbrunnen,Trinkbrunnen,
Point,13.1876903,52.5299729,Trinkbrunnen,Trinkbrunnen,
Point,13.3741229,52.5082867,Trinkbrunnen,Trinkbrunnen,
Point,13.3786714,52.5583707,Trinkbrunnen,Trinkbrunnen,
Point,13.3578225,52.5071069,Trinkbrunnen,Trinkbrunnen,
Point,13.3829154,52.4634062,Trinkbrunnen,Trinkbrunnen,
Point,13.4020335,52.5685338,Trinkbrunnen,Trinkbrunnen,Neben dem Fahrstuhl
Point,13.4846289,52.622503,Trinkbrunnen,Trinkbrunnen,
Point,13.3238535,52.4607371,Trinkbrunnen,Trinkbrunnen,
Point,13.3977596,52.3878323,Trinkbrunnen,Trinkbrunnen,
Point,13.2301929,52.4471008,Trinkbrunnen,Trinkbrunnen,"Trinkbrunnen, altes Modell (Großer Brunnen mit Steinverkleidung, breites Becken). Möglicherweise nicht mehr in Betrieb."
