type,coordinates long,coordinates lat,category,name,info
Point,13.54535419698363,52.5429453910375,Brunnen,Eastgate,Marzahner Promenade 12-14
Point,13.543484502595819,52.52191590681231,Brunnen,Plansche Südspitze,Marchwitzastraße / Heinz-Graffunder-Park / Märkische Allee 50
Point,13.554105782513586,52.537970172558616,Brunnen,Tanz der Jugend,Pekrunstraße / Scheibenbergstraße
Point,13.544567364342422,52.521910429899656,Brunnen,Sitzbrunnen,Märkische Allee 40 / Marchwitzastraße
Point,13.52766548959568,52.40447092861503,Brunnen,Kugelbrunnen,
Point,13.5842098292136,52.52074073313388,Brunnen,Springbrunnen,Clara-Zetkin-Platz / Niemegker Straße
Point,13.60515824044617,52.53739836882623,Brunnen,Sprudelnde Fontänen,Alice-Salomon-Platz
Point,13.095631456952983,52.41349375631676,Brunnen,Löwenfontäne (SPSG),
Point,13.126514315511509,52.432131011138424,Brunnen,Fontäne (SPSG),
Point,13.57451724638973,52.4440793390171,Brunnen,Waschfrau,Müggelheimer Straße
Point,13.60017275589605,52.439775560217356,Brunnen,Brunnen mit Holzskulpturen,Alfred-Randt-Straße
Point,13.324411508809646,52.46136117597073,Brunnen,Schalenbrunnen,
Point,13.320611917438127,52.497778376375955,Brunnen,Brunnenschale mit Fontäne,Ludwigkirchplatz
Point,13.291136065600465,52.49668560367934,Brunnen,Medusenhaupt,
Point,13.32036781058681,52.47244013386133,Brunnen,Erikabrunnen,
Point,13.263323187368435,52.48411175271668,Brunnen,Brunnenschale Wasserglocke,Douglasstraße 7-9
Point,13.326500920924127,52.49429418824341,Brunnen,Delphin-Brunnen,Hohenzollernplatz
Point,13.32154380485013,52.456997582142336,Brunnen,Fontänenbrunnen,Hermann-Ehlers-Platz
Point,13.295146247641615,52.47930124669904,Brunnen,Knabe mit Fisch,Kissinger Platz
Point,13.31520695932693,52.47311103398584,Brunnen,Siegfriedbrunnen,
Point,13.328635120415193,52.49314099398973,Brunnen,Gänseliesel-Brunnen,
Point,13.31962792164585,52.48933300505856,Brunnen,Wasserpilz,Leon-Jessel-Platz
Point,13.32706691404668,52.4985045305771,Brunnen,Brunnen-Stele,
Point,13.263663598269392,52.483963772572096,Brunnen,Brunnenschale mit Fontäne,
Point,13.45800975754731,52.4731407164463,Brunnen,Brunnen Estrel Hotel,
Point,13.26143297629738,52.426326826096066,Brunnen,Vogelbrunnen,
Point,13.257056949723088,52.43344810842258,Brunnen,Brunnenplastik,
Point,13.252859671453212,52.43980417097837,Brunnen,Schöpfbrunnen,
Point,13.257725757609393,52.43535338923452,Brunnen,Zeli-Brunnen,Martin-Buber-Straße / Potsdamer Straße
Point,13.31203538989542,52.442767537539304,Brunnen,Wappenbrunnen,Ludwig-Beck-Platz
Point,13.232262392042754,52.43804290875469,Brunnen,Brunnen Mexikoplatz,
Point,13.232991783902499,52.437772705412186,Brunnen,Brunnen Mexikoplatz,Mexikoplatz
Point,13.219719438355604,52.42411931470824,Brunnen,Findlingsbrunnen,Am Rohrgarten 89 / Barkenhof
Point,13.444126331133955,52.484307669393054,Brunnen,Mühlensteinbrunnen,
Point,13.470983651034176,52.467359164208816,Brunnen,Märchenbrunnen,
Point,13.469043092198346,52.491281067391355,Brunnen,Wolf und Kranich,
Point,13.43949651957794,52.498249818645256,Brunnen,Straßenbrunnen,
Point,13.43789642825195,52.466287791041864,Brunnen,Treppenbrunnen,
Point,13.416399359330288,52.483125170604055,Brunnen,Brunnen mit Rosenspalier,
Point,13.440645583616153,52.496312822508415,Brunnen,Teichlauf,
Point,13.435374315878555,52.48114926245458,Brunnen,Rathausbrunnen,Karl-Marx-Straße 83
Point,13.439002170867571,52.47148400494495,Brunnen,Kaskade,
Point,13.4411084802448,52.473648751209986,Brunnen,Imaginäres Theater,
Point,13.485368431702843,52.464631349220916,Brunnen,Springbrunnen Baumschulenweg,Baumschulenstraße 79
Point,13.468851160845764,52.49057262538869,Brunnen,Wasserfontänen Rosengarten,Treptower Park / Puschkinallee
Point,13.438533369330214,52.471425875311645,Brunnen,Springbrunnen,Körnerpark / Schierker Straße 8
Point,13.479379068176305,52.48391835894638,Brunnen,Fischerbrunnen,
Point,13.44005102203124,52.496219677053716,Brunnen,Schmuckgartenbrunnen,
Point,13.475090243528406,52.47943716582447,Brunnen,Schalenbrunnen,S-Bahnhof Plänterwald / Köpenicker Landstraße
Point,13.429888160187776,52.489270908100245,Brunnen,Fritz-Reuter-Brunnen,
Point,13.36078167483051,52.48810994251832,Brunnen,Straßenbrunnen,
Point,13.335148996044744,52.475651635974465,Brunnen,Sintflutbrunnen,
Point,13.381774310212213,52.488301120380854,Brunnen,Wasserfälle,
Point,13.340007794055277,52.48904727359862,Brunnen,Springbrunnen mit Kleinstfontänen und Wasserlauf,Bayerischer Platz
Point,13.349310853514499,52.49211859359519,Brunnen,Kinderbrunnen,
Point,13.400479482753447,52.49671342344148,Brunnen,Brunnenstein,
Point,13.38357007389689,52.465821709017796,Brunnen,Eva-Brunnen,Alt-Tempelhof 29 
Point,13.357799317035825,52.497583333290834,Brunnen,Dreierbrunnen,
Point,13.35650466428885,52.49785370993601,Brunnen,Kleiner Brunnen,
Point,13.341828942936543,52.47474515677796,Brunnen,Fuchsbrunnen,Ceciliengärten
Point,13.341861221611802,52.4957425710426,Brunnen,Springbrunnen mit Kleinstfontänen und Wasserlauf,Viktoria-Luise-Platz
Point,13.343999917186778,52.483354841403866,Brunnen,Hirschbrunnen,Rudolph-Wilde-Park
Point,13.395729387603174,52.48919133665539,Brunnen,Fünf-Wasser-Tiegel,
Point,13.344302020839429,52.4776830497821,Brunnen,Drei Brunnensäulen,Innsbrucker Platz
Point,13.33304743822797,52.49318402812532,Brunnen,Brunnenschale mit Fontäne,Prager Platz
Point,13.34190100692362,52.473480457749,Brunnen,Fontäne Ceciliengärten,Ceciliengärten
Point,13.377880705526339,52.46378036574922,Brunnen,Kleiner Brunnen im Bosepark,
Point,13.382370891119189,52.46405270997857,Brunnen,Löwenbrunnen,
Point,13.359406066065203,52.49725906234305,Brunnen,Runder Brunnen,Frobenstraße 12-17
Point,13.37878431502944,52.47819750633393,Brunnen,Storchenbrunnen,Adolf-Scheidt-Platz
Point,13.343634166568874,52.47910380235531,Brunnen,Säulenbrunnen,Innsbrucker Straße
Point,13.391184137379717,52.48829781269507,Brunnen,Brunnen Chamissoplatz,Chamissoplatz
Point,13.413106802370105,52.492090613442194,Brunnen,Wrangelbrunnen,
Point,13.384725141370726,52.465909644268294,Brunnen,Schulze-Seehof-Brunnen,
Point,13.434062143101894,52.42833627420933,Brunnen,Fette Henne,
Point,13.463635967559512,52.42435991902518,Brunnen,Brunnen Lipschitzallee,Lipschitzallee 67
Point,13.431440550960655,52.430441499747026,Brunnen,Zierbrunnen im Parkfriedhof,
Point,13.43993276638417,52.446422924984695,Brunnen,Achteckige Vogeltränke,
Point,13.447161202593566,52.43713718531219,Brunnen,Eulenbrunnen,
Point,13.439280134337885,52.446746049682304,Brunnen,Milchmädchen,
Point,13.438446721036247,52.44668722309928,Brunnen,Fontänenbrunnen,
Point,13.461829516911825,52.42549656524647,Brunnen,Brunnen Lipschitzplatz,
Point,13.345578015377374,52.44022978018689,Brunnen,Großer Springbrunnen,
Point,13.343211044782763,52.43862194613537,Brunnen,Vier-Winde-Brunnen,
Point,13.39142214457153,52.44238037454162,Brunnen,Drei Mühlsteine,
Point,13.335597509042861,52.448526756358625,Brunnen,Brunnen Stadtpark Steglitz,Albrechtstraße 47
Point,13.370570434491132,52.41113800332961,Brunnen,Fontänen-Brunnen,Alt-Marienfelde
Point,13.50653507257397,52.49363397605247,Brunnen,Kugelbrunnen,
Point,13.521153503773933,52.49797166779079,Brunnen,Fontanebrunnen,Erich-Kurz-Straße 7-9
Point,13.519827614857254,52.497236492716205,Brunnen,Spree-Havel-Brunnen,Erich-Kurz-Straße 11-13
Point,13.370258434527354,52.540455001284556,Brunnen,Brunnen Weddingplatz,
Point,13.427385984837901,52.52095669034073,Brunnen,Plansche,
Point,13.510586911232904,52.494044183646814,Brunnen,Sprühfontäne,
Point,13.624363320793835,52.45111183727954,Brunnen,Seidenkokons,
Point,13.67686457644453,52.40698553897451,Brunnen,3 Brunnen,Gosener Landstraße 1
Point,13.67699198978784,52.40628006984016,Brunnen,3 Brunnen,
Point,13.398550380102128,52.516718196294974,Brunnen,Brunnen Schinkelplatz,Schinkelplatz
Point,13.346054532044844,52.53296363752244,Brunnen,Paech-Brunnen,
Point,13.392834354647633,52.510325662838014,Brunnen,Brunnen,
Point,13.39350498535424,52.51037043800244,Brunnen,Brunnen,
Point,13.394533886524647,52.54055322108558,Brunnen,3 Säulen-Brunnen,
Point,13.37604470034483,52.517294716984786,Brunnen,Brunnen,
Point,13.34696537421546,52.52298251008115,Brunnen,Kugelbrunnen,
Point,13.393103522583864,52.54368687033392,Brunnen,Brunnenpavillion,
Point,13.345911907912638,52.515823435046165,Brunnen,Brunnen,
Point,13.34339078462869,52.50478342149333,Brunnen,Brunnen,
Point,13.339195948619325,52.5069528172381,Brunnen,Brunnen,
Point,13.341613580581795,52.50619286467081,Brunnen,Brunnen,
Point,13.377859097409203,52.48105572297137,Brunnen,Garten der Blumen und Wasserspiele,
Point,13.354615538329053,52.49819312986781,Brunnen,Kleiner Brunnen & Sechseckiger Brunnen,
Point,13.363156596568269,52.495758090753334,Brunnen,4 Straßenbrunnen,
Point,13.357058251747803,52.48648960775295,Brunnen,Fontänen am Stadtplatz (Lichtbrunnen),
Point,13.367549676318102,52.45654556873942,Brunnen,Gärtnerbrunnen,
Point,13.57295972491529,52.54280860117952,Brunnen,Brunnen,
Point,13.573592146349842,52.54266643676485,Brunnen,MHP13 Plansche,Altlandsberger Platz
Point,13.54350565464431,52.52519487279659,Brunnen,"Tröpfelbrunnen ""Gedeckter Tisch""",
Point,13.551851425501624,52.545390560885195,Brunnen,Treppenbrunnen mit Sandsteinfiguren,Marzahner Promenade 38-40
Point,13.521863654683344,52.508035574013334,Brunnen,Brunnen mit Sandsteinplastik,
Point,13.437448540766377,52.51516532584726,Brunnen,Brunnen,
Point,13.438099558447291,52.51488208110257,Brunnen,Brunnen Ellen-Key-Schule,Rüdersdorfer Straße
Point,13.464484910068416,52.510592245270715,Brunnen,Wismarplatz Gulliver,Wismarplatz
Point,13.429402822597048,52.547856372969065,Brunnen,Brunnenanlage,
Point,13.500173119279365,52.5265454369163,Brunnen,Findlingsbrunnen,
Point,13.41127367764812,52.551667741106876,Brunnen,Bettinas Bank,
Point,13.34671559505316,52.5600414159573,Brunnen,Plansche,Schillerpark / Dubliner Straße / Bristolstraße
Point,13.352902617821604,52.59781227442435,Brunnen,Fontanebogen,
Point,13.365128556625713,52.563298166717814,Brunnen,Springbrunnen,Franz-Neumann-Platz
Point,13.30238554205598,52.49942499112784,Brunnen,Wassertisch am Lehniner Platz,Lehniner Platz
Point,13.342373997714235,52.449192861507576,Brunnen,Brunnen Markusplatz,Karl-Stieler / Heinrich-Seidel / Liliencronstraße
Point,13.354394900313231,52.59608125761941,Brunnen,Brunnen am Stadtplatz Märkisches Viertel,
Point,13.38456740102285,52.46331327801118,Brunnen,Sprudel und Wasserlauf am Klarensee,
Point,13.441205922263283,52.55846303799447,Brunnen,DGZ Brunnen,
Point,13.397477821131856,52.52593683899131,Brunnen,Agathabrunnen,
Point,13.401845125893434,52.546330693955284,Brunnen,Wasserlauf,
Point,13.387565629019418,52.53109432756719,Brunnen,Plansche,
Point,13.39885080261093,52.52041452674938,Brunnen,Brunnen,
Point,13.379531123733308,52.46391584827144,Brunnen,Kobraquelle,
Point,13.37606448638196,52.524562257085776,Brunnen,2 Brunnen,
Point,13.346414149948336,52.539342990205036,Brunnen,Brunnen,
Point,13.47263240924276,52.526202509208005,Brunnen,Plansche Rudolf-Seiffert-Park,Rudolff-Seiffert-Park 
Point,13.423593083178488,52.51695590830806,Brunnen,Plansche Singerstraße,
Point,13.364910644777048,52.53271613179649,Brunnen,Brunnen,
Point,13.366827156278639,52.53331591261888,Brunnen,Wasserstein Otto-Weidt-Platz,Otto-Weidt-Platz
Point,13.526923607876643,52.40344013523085,Brunnen,Wasserüberlaufbecken,
Point,13.606710523438208,52.54060783691353,Brunnen,Dreiecksbrunnen,
Point,13.591180520422672,52.5212953700372,Brunnen,Die Begegnung,
Point,13.595547417039851,52.54180113337934,Brunnen,Postmeilensäule,
Point,13.56247726537158,52.55204039799798,Brunnen,Plansche,
Point,13.337673229842332,52.50746132641018,Brunnen,Brunnen,
Point,13.444312292284517,52.4978912649903,Brunnen,Cuvrybrunnen,
Point,13.476136033378099,52.48825952091129,Brunnen,Brunnengalerie Blumenschau,Treptower Park / Puschkinallee
Point,13.547618631885598,52.46091163815612,Brunnen,FEZ-Brunnen,
Point,13.556292636279348,52.552976061116276,Brunnen,Sprudelnde Kugeln,Sella-Hasse-Straße 25
Point,13.611685986353661,52.54138054058301,Brunnen,Plansche,Zerbster Straße 64
Point,13.56866197973482,52.527572051077485,Brunnen,MHP23 Plansche,Fred-Löwenberg-Platz / Wuhlestraße 24
